Website,City,CompanyName,CompanyDesc,ZipCode,Phone,State,Street,ContactName,CategoryDesc,Email
http://www.rachelkelleyphoto.com/default.html,,Rachel Kelley Photography,"Horse Show & Farm photographyIf you would like to purchase a photo, you can either e-mail me at rachelkelley812@gmail.com with the proof numbers, or you can order online using the ""buy"" menu, located right above the photos. If you need a photo sent to a magazine, I will need to be contacted by e-mail.Print Pricing16 x 20 - $14511 x 14 - $908 x 10 - $505 x 7 - $254 x 6 - $258 Wallets - $40Canvas Prints, Metal Prints, Phone Cases, etc available.Photo editing prices vary. ""Normal"" ears are typically $35, and ""normal"" ribbons are typically $30.Academy/Candid Pricing (you must order candids via email, not via the website! Candids are photos of people, photos shot of dogs/people outside the ring of shows, etc)8 x 10 - $255 x 7 - $154 x 6 - $15Horse Show Photo Packages:Package A: one 8x10, two 5x7s - $85Package B: two 8x10s, two 5x7s - $125Package C: one 8x10, 8 wallets - $75I do not charge extra to send photos to magazines at the time an 8x10 is ordered. After that it is $10 per magazine. Farm ShoootsShoot Fee: $80 per horsePrints can be ordered a la carte or fromFarm Shoot Package Options.Package options include the shoot fee for one horse.Package X: two 8x10s, two 5x7s - $160Package Y: Five High Resolution Images on a Disc with Copyright Release - $275Package Z: Twenty High Resolution Images on a Disc with Copyright Release - $400",,(502) 905-5851,,,Rachel Kelley,Artists and Photographers,rachelkelley812@gmail.com
http://https://www.facebook.com/SamBecklerPhotography,Florence,Sam Beckler Photography,Specializing in Equine and Canine PhotographyWedding/Engagement PhotographyHorse Show Photography,41042,772-766-5471,KY,,Sam Beckler,Artists and Photographers,Sam.Beckler@hotmail.com
http://jacobsphotography.zenfolio.com/f446322464,Georgetown,Jacobs Photography - Saddlebreds,,40324,Brooke (859) 321-5394 or Jane (859) 321-5393,KY,,Brooke & Jane Jacobs,Artists and Photographers,LadyJJ123@aol.com /  Brookecjacobs@aol.com
http://www.courtneychurchphotography.com,Georgetown,Courtney Church Photography,Specializing in Saddlebreds,40324,651.442.0007,KY,,Courtney Church,Artists and Photographers,courtneychurchphotography@yahoo.com
http://www.jennifernadine.com/,Georgetown,Jennifer Nadine Photography,"Jennifer Nadine has embarked upon a journey to bring her creativity to the world. With the lens as her paintbrush, she continuously strives to capture the joy and beauty of life even in the most simple subjects.The most important ingredient to a successful photo shoot is communication. Feel free to contact Jennifer and talk about what you want out of your session. What's the occasion? What is your goal? What feeling or emotion are you trying to convey? Together, with a little magic from the camera, all of these things are possible.Jennifer often teams up with fellow Kentucky area photographer, Amanda Sanders, of Bluegrass Girl Photography to photograph weddings, horse events, and other fun events.",,502.257.2868,,,Jennifer Nadine,Artists and Photographers,info@jennifernadine.com
http://www.jennifermunson.com,Lexington,Jennifer Munson Photography,"I have been taking pictures for as long as I can remember. My friends and family tell me that they always remembered me having a camera nearby taking photos and freezing time. Although that is true, I didn't become interested in professional photography till after I moved to Kentucky. I grew up horse crazy. My bedroom walls were filled with Breyer horses, my nights at my riding lessons, and my life at home was spent galloping around my living room floor pretending I was a horse. I moved to Kentucky in 2002 and I thought I had died and gone to Heaven. Lexington, Kentucky is a horse girl's paradise. The first year here I went to every horse event that I possibly could with my point and shoot in hand.  I went to my first Breyerfest back in 2004. I was trying to take photos of the various horse acts in the dimly lit indoor arena of the Kentucky Horse Park. Each photo turned out to be a swirl of colors as horse and trainer moved about the arena floor. After the disappointment of of my photos from that event my husband bought me my first DSLR Camera. From that point on my passion for photography grew and grew. After a few years I wanted to turn my passion into a business so I decided to pursue a photography degree at a nearby university. In 2009 I received my Bachelors degree in Fine Art Photography from Eastern Kentucky University.               My story does not end there; it really begins at this point. I was shooting for horse magazines, major events like Breyerfest, and private shoots as well. I was shooting Rolex for USDF when I met a girl who did wedding photography. We spent the summer shooting brides. I really fell in love with weddings. In 2010 I joined up with Frank Becker of The Time Photography. Frank is a Master photographer whom I have been blessed to work with. Here is a link to his stunning work, http://www.thetimephotography.com After spending years photographing weddings I began my own wedding division knows as Jennifer's Weddings.               Every day I fall in love with photography. I am always trying new styles of shooting and new things to shoot, averything to challenge myself and grow.  I have recently began shooting lifestyle images, senior portraits, and pinup. Each unique style of photography builds on the other. Shooting horses has prepared me for the quick pace and action of a wedding. Posing people at a wedding as helped with my portrait/lifestyle images. Understanding studio lighting with my Pinup photography has helped me to control lighting in all other areas of my photography. All of these areas of photography pour directly into my senior portraits.         Jennifer Munson Photography is a husband and wife team that was founded in 2005. Jennifer Munson attends photography workshops all over the country, and has her Bachelors degree in Fine Art Photography from Eastern Kentucky University.",40579,859-312-0770,KY,P.O. Box 12027,Jennifer Munson,Artists and Photographers,jennifermunson@mac.com
http://www.photosbyz.com,Lexington,Photos by Z,"Enzina Mastrippolito, more commonly known as ""Z"", is a thoroughbred racehorse photographer based in Lexington, Kentucky. Z always says, ""My name is alphabet soup. I never got 100% on a spelling test because I couldn't remember if it was 2 t's, 2 p's, or 2 l's in my last name."" The one letter nickname has carried on throughout her life and into her career. Prior to becoming a photographer, Z studied fine art at Queens College in New York. Her background in fine art led to an expanded interest of all art forms beyond painting and drawing. After discovering the art of photography, she began her career as a catalog photographer in Kentucky. Z transitioned into the horse racing industry in 1983 and for the last 25 years, she had been associated with the former Thoroughbred Times. The Photos by Z team also includes photographers James Crisp, Courtney Heeney, Kirk Schlea, John Sommers, and Amy Wallot.",40502,859.533.2370,KY,161 Lincoln Ave,"Enzina ""Z"" Mastrippolito",Artists and Photographers,photosbyz@gmail.com
http://jeffrogers.com,Lexington,"Jeff Rogers Photography, Inc.","Jeff Rogers has published two successful coffee table books, Kentucky Wide and Kentucky Wide II (a limited number of the second book are still available). This latest book examines the same depth of the region where Jeff continues to travel extensively for all that remains untapped. These new images will provide an opportunity to ponder the Bluegrass, the beauty of an autumn leaf, the quiet solitude of a creek, a river, a lake, and stop to watch a thoroughbred with her filly romping in the field. Experience the reality of the Bluegrass Region, for yourself, or as a gift for a friend. Kentucky: Beauty of the Bluegrass contains 91 color photographs, is a 9x9 soft-cover book that retails for only $14.95.",40588,,KY,P.O. Box 368,Jeff Rodgers,Artists and Photographers,jeff@jeffrogers.com
http://www.jamesarchambeault.com,Lexington,James Archambeault,"For more than 20 years, James Archambeault has worked as an independent photographer specializing in nature and the landscape.  Archambeault has photographed four large format ""coffee table"" books:  KENTUCKY, 1982; KENTUCKY II, 1989; and KENTUCKY III, 1999; all by Graphic Arts Center Publishing Company.  Also THE GIFT OF PLEASANT HILL, A SHAKER COMMUNITY IN KENTUCKY, 1991; by the Shaker Village at Pleasant Hill, Harrodsburg, Kentucky Archambeault also photographs and produces two annual wall calendars.  KENTUCKY, a photographic journey through the Bluegrass State and PAWLEYS ISLAND, a visit to the historic barrier island off the coast of South Carolina.  In addition to his books and calendars, Archambeault also publishes and distributes a series of fine quality note cards and limited edition posters.  Note card subjects include Kentucky - its natural and scenic beauty; Celebrating the Horse - horses in their natural setting; and By The Sea - views of coastal areas in the U.S. and elsewhere. Archambeault's work has appeared in many national publications including Architectural Digest, National Geographic, Time-Life Books and Smithsonian Guide to Natural America, to name a few. His photographs have been exhibited in most of the premier art shows including the Ann Arbor, Michigan Fairs, The Atlanta Arts Festival, The Plaza in Kansas City and Winter Park, Florida. Archambeault is a former Peace Corps Volunteer to the Philippines and holds a B.A. in Communications from Duquesne University in Pennsylvania.",40502,859 533-1135,KY,149 N Ashland Ave 149,James Archambeault,Artists and Photographers,leearchambeault@gmail.com
http://www.weasiegaines.com,Louisville,Weasie Gaines Photography,"Weasie Gaines is a multi-award winning photographer, operating her own business specializing in wedding, equine, portraiture, and commercial photography. Weasie started her photographic career as the studio manager and assistant of world renowned photographer, Dan Dry. During her tenure with the full service photography firm, Weasie served as a co-photographer on seven nationally distributed Churchill Downs calendars, photo coordinator for three coffee table books including Gardens of Kentucky, Kentucky 24/7, and Louisville - The Greatest City, forward written by Muhammed Ali. Weasie also guided Dan Dry's group to win more than 60 awards in local, regional and national photography, advertising and design contests.Since leaving Dan Dry & Associates several years ago, Weasie's versatility as a photographer has enabled her to photograph weddings all over the US, from California to Florida. Along with Dan Dry, Weasie serves as an official photographer for Churchill Downs and the NTRA/Breeders' Cup Thoroughbred Championships.",,502.645.7136,,,Weasie Gaines,Artists and Photographers,weasiegaines@earthlink.net
http://www.vicspics.exposuremanager.com/scripts/expman.pl?rm=contact&dir=galleries&photo_id=,Richmond,Vics Pics,Horse Show Photographer for hire.,40475,859-552-2601,KY,407 Turpin Dr #2,Victoria Trout,Artists and Photographers,victoriatrout@gmail.com
http://www.kyhorsephotographer.com,Versailles,Marc Manning Photography,"Marc is one of the leading Equine Photographers in the field today. His photographic art stands out in a field that is saturated with photographers.Marc is also a Commercial Photographer capturing everything for product photography to live model photography for commercial use.Marc's latest endeavor, ""Beyond the Fence"", is a culinary book with proceeds to provide continual funding for the Central Baptist Hospital Foundation Cancer Program. It is currently #1 on the Kentucky Monthly Bestseller's List. Marcs' rich and unique visual art was tapped for this book and he represents Kentucky well in his art photography.A larger portfolio can be viewed at www.marcmanning.com.",,859-879-3932,,,Marc Manning,Artists and Photographers,marc@marcmanning.com
http://www.shawnmcmillen.com/about.html,Winchester,Shawn McMillen Photography,"Shawn McMillen Photography is a full service equine event photography company. With over 25 years combined equine and photographic experience,we strive to obtain 200% customer satisfaction.--We offer state of the art digital technology which lets us have the images of the competitor/horse available for viewing within minutes of the conclusion of the class. For those competitors that could not make make it to look at their show photographs we have not forgotton about you. Within days of the event all pictures are posted on our website for secure viewing and ordering.Located in the rolling foothills of the Appalachian Mountains of Kentucky, we are centrally located to promptly service the entire East Coast and Mid West regions of the United States. We also are available for private sessions and farm calls.At Shawn McMillen Photography our philosophy is based on two simple concepts: If the picture matters to you it matters to us, and The customer is always right. While simplistic in statement and somewhat cliche, these two basic principles have been the driving force behind our success. Having had horses our entire lives, we know what we disliked about the show photographer when we showed and we know what we loved. We have drawn from those experiences both good and bad and along with our own concept of customer service we have created what we feel is unrivaled coverage and unparalleled turn around time.When we do an event we have multiple customers that we consider and work for:Show Management can feel at ease knowing we are on the job. Your customers are our customers and we treat each one with the special care and attention that they deserve. Special needs and requests that you have? Not a problem! Just communicate to us what you need and we can make it happen.Exhibitors, when we are covering an event that you are at, you can rest assured that we have your best interest in mind. Not only do we know how to take a great picture, we know when NOT to take a picture. There is so much to keep in mind when photographing horses and the intimate knowledge of the horse and the sport gives us a competitive edge.Horses, even though you can not read this, we do think about you. Without you, none of this would be possible. You are among the most beautiful creatures in the world and we feel privileged to take pictures of such magnificant animals. We are always trying to capture the perfect picture of you and create poetry in motion.Our last customer that we work for is ourselves. We are always striving for that one shot that takes our breath away. The one that you have to glance at a second time just to say",40391,606.356.0518  /  606.356.0540,KY,476 Big Stoner Rd,Shawn McMillen & Melissa,Artists and Photographers,shawn@shawnmcmillen.com  /  melissa@shawnmcmillen.com
http://www.jmmarchitecture.com,Lexington,"J. Martinolich Architect, PLLC","Joe Martinolich grew up on Long Island, New York. After graduating from Arizona State University, he practiced in Phoenix and upstate New York before moving to Kentucky in 1996. While experienced with a wide variety of architectural building types, Joe was led to a passion for equine design through his wife Pam's longstanding interest in horses. Joe's first equine project was a two-stall barn for the family horse in their upstate New York back yard.Joe enjoys designing barns because of the creative personal collaboration it generates between him, the client, and the particular needs of the project. Horsemen make excellent clients because of their enthusiasm for their horses, whether as their profession or their hobby, and Joe is always eager to help channel that enthusiasm into a successfully designed building that works for both the people and the horses that use it.When not working, Joe enjoys golfing, cooking, and spending time with his family and two dogs. He is also an avid fan of English Premier League football as long as Arsenal is winning. He thinks that every day is a good day when he gets to draw.Prior to establishing his own firm, Joe worked at CMW Architects for 17 years, including serving as a Principal in the firm and Director of Equine Architecture. Joe has designed and planned equine facilities throughout the United States and internationally including projects in the Middle East, China, Canada, Mexico and the Caribbean.",40502,859-221-3813,KY,838 East High Street #199,Joe Martinolich,"Barn, Stable & Arena Construction",joe@jmmarchitecture.com
http://www.cbckentucky.com,Lexington,Commonwealth Building Consultants,"Commonwealth Building Consultants specializes in fine home design/construction, horse farm construction, and high end remodeling and restorations in Central Kentucky. Mike Weeks, founder and owner of Commonwealth Building Consultants is a quality focused hands-on traditional construction manager who believes in ongoing communication with his clients. An exceptional builder, remodeler and restoration expert, Mike Weeks demands first quality workmanship and leads all construction projects with the utmost attention to detail. Mike Weeks is also experienced in constructing private residences, some in excess of 10,000 square feet as well as restoring of historic buildings including a 6,500 sq. ft. pre-civil war mansion in the Lexington, Kentucky area.Since 1978, Mike Weeks of CBC has provided quality equine farm design and development as well as fine home building to the Bluegrass State. Commonwealth Building Consultants construction management services include horse farm design, horse farm development, horse farm restoration, and horse farm inspections/maintenance programs. Mike Weeks is considered to be one of the top three horse farm construction experts in Kentucky. He is renowned for his involvement in the design, construction and restoration of many famous thoroughbred farms including Three Chimneys, Juddmonte, Adena Springs, Pin Oak Stud, and Stonestreet. Mike and Commonwealth Building Consultants will provide you with the knowledge, experience and integrity you expect for your important construction project.",40509,859-263-2626,KY,4531 Athens Boonesboro Road,Mike Weeks,"Barn, Stable & Arena Construction",mikeweeks.ky@gmail.com
